FISC_PERIOD,FISC_YEAR,REGION,OFFICE,TOWN,TTL_CPS_ACEPT_M,TTL_CPS_SUBS_M,TTL_ALLEGAT_M,TTL_ALLEGAT_SUBS_M,TTL_PHYS_ABUSE_M,TTL_EDUC_NEGLECT_M,TTL_EMOT_NEGLECT_M,TTL_HIGH_RISK_M,TTL_MEDI_NEGLECT_M,TTL_AT_RISK_M,TTL_PHYS_NEGLECT_M,TTL_SEX_ABUSE_M,SUBS_PHYS_ABUSE_M,SUBS_EDUC_NEGLECT_M,SUBS_EMOT_NEGLECT_M,SUBS_HIGH_RISK_M,SUBS_MEDI_NEGLECT_M,SUBS_AT_RISK_M,SUBS_PHYS_NEGLECT_M,SUBS_SEX_ABUSE_M,CHILDREN_SUBS,RATE_PHYS_ABUSE_M,RATE_EDUC_NEGLECT_M,RATE_EMOT_NEGLECT_M,RATE_HIGH_RISK_M,RATE_MEDI_NEGLECT_M,RATE_AT_RISK_M,RATE_PHYS_NEGLECT_M,RATE_SEX_ABUSE_M
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,NEW LONDON,439,94,1316,392,123,39,206,-,29,-,856,31,16,23,73,-,<= 10,-,266,<= 10,143,13%,59%,35%,-,0 - 10 %,-,31%,20 - 30 %
07/01/2011 - 06/30/2012,2012,REGION 3,MIDDLETOWN,OLD SAYBROOK,58,<= 10,164,32,15,<= 10,36,-,-,-,100,<= 10,<= 10,-,14,-,-,-,15,<= 10,13,10 - 20 %,0 - 10 %,39%,-,-,-,15%,10 - 20 %
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,EAST LYME,110,26,323,96,27,15,27,-,<= 10,-,221,<= 10,<= 10,<= 10,<= 10,-,-,-,79,<= 10,39,30 - 40 %,90 - 100 %,20 - 30 %,-,0 - 10 %,-,69%,70 - 80 %
07/01/2011 - 06/30/2012,2012,REGION 3,WILLIMANTIC,BROOKLYN,82,15,240,64,13,-,46,-,<= 10,-,167,<= 10,-,-,26,-,-,-,37,<= 10,23,-,-,57%,-,0 - 10 %,-,22%,20 - 30 %
07/01/2011 - 06/30/2012,2012,REGION 3,MIDDLETOWN,CLINTON,91,20,251,52,20,<= 10,53,-,<= 10,-,158,<= 10,-,-,19,-,-,-,31,<= 10,29,-,0 - 10 %,36%,-,0 - 10 %,-,20%,30 - 40 %
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,COLCHESTER,106,19,344,90,28,<= 10,58,-,<= 10,-,230,<= 10,-,<= 10,17,-,<= 10,-,61,<= 10,40,-,80 - 90 %,29%,-,40 - 50 %,-,27%,40 - 50 %
07/01/2011 - 06/30/2012,2012,REGION 3,WILLIMANTIC,COVENTRY,78,<= 10,181,25,26,<= 10,27,-,<= 10,-,107,<= 10,-,<= 10,<= 10,-,<= 10,-,15,<= 10,13,-,60 - 70 %,20 - 30 %,-,30 - 40 %,-,14%,10 - 20 %
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,GRISWOLD,106,20,334,77,17,<= 10,57,-,<= 10,-,216,21,<= 10,<= 10,14,-,-,-,60,-,36,10 - 20 %,40 - 50 %,46%,-,0 - 10 %,-,58%,-
07/01/2011 - 06/30/2012,2012,REGION 3,MIDDLETOWN,KILLINGWORTH,40,<= 10,89,26,15,-,22,-,-,-,46,<= 10,-,-,<= 10,-,-,-,17,-,14,-,-,30 - 40 %,-,-,-,37%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 3,MIDDLETOWN,MADISON,41,11,108,28,19,<= 10,21,-,-,-,63,<= 10,<= 10,-,<= 10,-,-,-,18,-,15,20 - 30 %,0 - 10 %,20 - 30 %,-,-,-,29%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 4,MANCHESTER,WINDSOR LOCKS,108,12,350,98,48,<= 10,76,-,<= 10,-,204,<= 10,<= 10,-,28,-,-,-,66,<= 10,21,0 - 10 %,0 - 10 %,37%,-,0 - 10 %,-,32%,10 - 20 %
07/01/2011 - 06/30/2012,2012,REGION 4,HARTFORD,HARTFORD,2513,509,6680,1449,710,159,947,-,184,-,4294,230,35,28,180,-,30,-,1084,68,771,5%,18%,19%,-,16%,-,25%,30%
07/01/2011 - 06/30/2012,2012,REGION 4,MANCHESTER,EAST HARTFORD,656,124,1829,396,240,66,289,-,39,-,1058,72,27,27,58,-,<= 10,-,253,23,173,11%,41%,20%,-,0 - 10 %,-,24%,32%
07/01/2011 - 06/30/2012,2012,REGION 4,HARTFORD,BLOOMFIELD,170,26,380,68,81,<= 10,56,-,<= 10,-,205,12,<= 10,<= 10,17,-,<= 10,-,32,-,44,10 - 20 %,40 - 50 %,30%,-,40 - 50 %,-,16%,-
07/01/2011 - 06/30/2012,2012,REGION 4,MANCHESTER,SOUTH WINDSOR,120,22,321,103,47,<= 10,56,-,<= 10,-,174,26,<= 10,-,19,-,-,-,66,12,32,10 - 20 %,0 - 10 %,34%,-,0 - 10 %,-,38%,46%
07/01/2011 - 06/30/2012,2012,REGION 5,DANBURY,RIDGEFIELD,60,<= 10,147,25,13,<= 10,38,-,<= 10,-,83,<= 10,-,-,13,-,-,-,12,-,14,-,0 - 10 %,34%,-,0 - 10 %,-,14%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 5,TORRINGTON,TORRINGTON,434,127,1271,351,101,21,287,-,20,-,772,36,18,13,74,-,<= 10,-,215,12,192,18%,62%,26%,-,40 - 50 %,-,28%,33%
07/01/2011 - 06/30/2012,2012,REGION 5,WATERBURY,WATERBURY,1700,227,4411,687,552,123,747,-,84,-,2588,141,33,44,129,-,<= 10,-,430,34,314,6%,36%,17%,-,0 - 10 %,-,17%,24%
07/01/2011 - 06/30/2012,2012,REGION 5,TORRINGTON,WATERTOWN,106,22,271,57,28,14,47,-,<= 10,-,158,<= 10,-,<= 10,11,-,-,-,36,<= 10,36,-,20 - 30 %,38%,-,0 - 10 %,-,45%,90 - 100 %
07/01/2011 - 06/30/2012,2012,REGION 5,DANBURY,BETHEL,79,15,165,29,29,<= 10,14,-,<= 10,-,98,13,<= 10,-,<= 10,-,-,-,15,<= 10,16,0 - 10 %,0 - 10 %,30 - 40 %,-,0 - 10 %,-,15%,60 - 70 %
07/01/2011 - 06/30/2012,2012,REGION 5,DANBURY,BROOKFIELD,63,<= 10,158,23,20,<= 10,24,-,<= 10,-,90,<= 10,<= 10,-,<= 10,-,-,-,15,-,16,0 - 10 %,0 - 10 %,20 - 30 %,-,0 - 10 %,-,17%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 5,DANBURY,DANBURY,629,131,1449,305,159,45,278,-,28,-,864,41,13,<= 10,78,-,-,-,187,13,196,8%,10 - 20 %,28%,-,-,-,22%,32%
07/01/2011 - 06/30/2012,2012,REGION 6,NEW BRITAIN,WETHERSFIELD,115,32,273,80,38,<= 10,48,-,<= 10,-,160,12,<= 10,<= 10,12,-,-,-,55,<= 10,47,10 - 20 %,40 - 50 %,25%,-,0 - 10 %,-,34%,40 - 50 %
07/01/2011 - 06/30/2012,2012,REGION 6,MERIDEN,MERIDEN,851,188,2223,415,257,64,398,-,45,-,1327,63,13,16,79,-,<= 10,-,262,23,258,5%,25%,20%,-,10 - 20 %,-,20%,37%
07/01/2011 - 06/30/2012,2012,REGION 6,NEW BRITAIN,ROCKY HILL,71,11,158,19,18,<= 10,40,-,<= 10,-,81,<= 10,-,<= 10,<= 10,-,-,-,12,-,15,-,40 - 50 %,10 - 20 %,-,0 - 10 %,-,15%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 6,NEW BRITAIN,PLAINVILLE,113,23,265,39,36,<= 10,40,-,<= 10,-,163,<= 10,<= 10,-,<= 10,-,<= 10,-,24,<= 10,27,0 - 10 %,0 - 10 %,10 - 20 %,-,30 - 40 %,-,15%,20 - 30 %
07/01/2011 - 06/30/2012,2012,REGION 6,NEW BRITAIN,NEWINGTON,145,29,357,64,47,<= 10,84,-,<= 10,-,191,<= 10,<= 10,<= 10,23,-,-,-,34,<= 10,40,0 - 10 %,20 - 30 %,27%,-,0 - 10 %,-,18%,30 - 40 %
07/01/2012 - 06/30/2013,2013,ALL,NULL,Statewide,29001,4713,76403,13700,7782,1993,14477,-,1805,-,45640,2168,528,405,2733,-,346,-,8829,514,6736,7%,20%,19%,-,19%,-,19%,24%
07/01/2012 - 06/30/2013,2013,REGION 1,BRIDGEPORT,STRATFORD,361,45,876,120,126,21,157,-,29,-,490,27,<= 10,<= 10,24,-,<= 10,-,68,14,69,0 - 10 %,20 - 30 %,15%,-,10 - 20 %,-,14%,52%
07/01/2012 - 06/30/2013,2013,REGION 1,BRIDGEPORT,TRUMBULL,100,12,247,31,31,<= 10,51,-,<= 10,-,141,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,15,<= 10,15,10 - 20 %,30 - 40 %,0 - 10 %,-,30 - 40 %,-,11%,50 - 60 %
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,DERBY,130,22,333,51,25,18,66,-,<= 10,-,196,<= 10,<= 10,<= 10,17,-,<= 10,-,25,-,28,0 - 10 %,10 - 20 %,26%,-,20 - 30 %,-,13%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,HAMDEN,340,57,756,122,104,14,135,-,15,-,427,23,<= 10,<= 10,26,-,<= 10,-,70,<= 10,72,0 - 10 %,30 - 40 %,19%,-,20 - 30 %,-,16%,20 - 30 %
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,BRANFORD,116,20,273,31,31,14,52,-,<= 10,-,160,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,17,-,26,0 - 10 %,30 - 40 %,10 - 20 %,-,30 - 40 %,-,11%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,ANSONIA,269,43,738,96,80,14,166,-,<= 10,-,416,17,-,-,17,-,<= 10,-,73,-,64,-,-,10%,-,10 - 20 %,-,18%,-
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,EAST HAVEN,245,37,646,85,60,<= 10,144,-,13,-,381,12,-,<= 10,23,-,<= 10,-,51,<= 10,55,-,20 - 30 %,16%,-,40 - 50 %,-,13%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,SEYMOUR,106,23,284,67,35,<= 10,45,-,<= 10,-,168,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,45,<= 10,27,0 - 10 %,10 - 20 %,10 - 20 %,-,20 - 30 %,-,27%,40 - 50 %
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,SHELTON,174,25,439,61,46,<= 10,93,-,17,-,245,14,<= 10,<= 10,15,-,<= 10,-,35,-,33,0 - 10 %,10 - 20 %,16%,-,20 - 30 %,-,14%,-
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,NORTH HAVEN,83,11,187,25,21,<= 10,24,-,<= 10,-,117,<= 10,-,-,<= 10,-,<= 10,-,11,<= 10,13,-,0 - 10 %,20 - 30 %,-,10 - 20 %,-,9%,30 - 40 %
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,MILFORD,265,43,667,78,63,38,107,-,16,-,392,19,<= 10,11,14,-,<= 10,-,42,<= 10,53,0 - 10 %,29%,13%,-,0 - 10 %,-,11%,10 - 20 %
07/01/2012 - 06/30/2013,2013,REGION 2,MILFORD,WEST HAVEN,538,95,1331,224,122,55,231,-,31,-,813,35,11,14,37,-,<= 10,-,150,<= 10,131,9%,25%,16%,-,20 - 30 %,-,18%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,NORWICH,NEW LONDON,429,69,1077,183,121,50,219,-,30,-,594,29,15,<= 10,42,-,<= 10,-,104,<= 10,103,12%,10 - 20 %,19%,-,0 - 10 %,-,18%,20 - 30 %
07/01/2012 - 06/30/2013,2013,REGION 3,WILLIMANTIC,BROOKLYN,83,12,237,42,12,<= 10,49,-,<= 10,-,156,<= 10,-,-,15,-,<= 10,-,24,-,18,-,0 - 10 %,31%,-,10 - 20 %,-,15%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,MIDDLETOWN,CLINTON,89,11,236,34,19,<= 10,47,-,<= 10,-,152,<= 10,<= 10,-,16,-,-,-,15,-,20,10 - 20 %,0 - 10 %,34%,-,0 - 10 %,-,10%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,NORWICH,COLCHESTER,95,13,271,61,14,<= 10,67,-,<= 10,-,169,<= 10,<= 10,-,12,-,-,-,44,-,20,0 - 10 %,0 - 10 %,18%,-,0 - 10 %,-,26%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,WILLIMANTIC,COVENTRY,80,16,199,43,17,-,46,-,<= 10,-,118,<= 10,<= 10,-,17,-,-,-,22,-,18,20 - 30 %,-,37%,-,0 - 10 %,-,19%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,MIDDLETOWN,MIDDLETOWN,552,94,1292,240,149,26,246,-,30,-,766,34,17,<= 10,58,-,<= 10,-,149,<= 10,128,11%,10 - 20 %,24%,-,0 - 10 %,-,19%,20 - 30 %
07/01/2012 - 06/30/2013,2013,REGION 3,NORWICH,LEDYARD,85,17,236,50,25,<= 10,42,-,<= 10,-,145,<= 10,<= 10,<= 10,<= 10,-,-,-,34,-,27,30 - 40 %,30 - 40 %,40 - 50 %,-,0 - 10 %,-,46%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,MIDDLETOWN,GUILFORD,72,15,176,50,12,<= 10,45,-,<= 10,-,98,<= 10,-,-,12,-,-,-,28,<= 10,22,-,0 - 10 %,27%,-,0 - 10 %,-,29%,40 - 50 %
07/01/2012 - 06/30/2013,2013,REGION 4,MANCHESTER,EAST HARTFORD,606,89,1643,295,192,58,310,-,31,-,955,46,11,<= 10,57,-,<= 10,-,201,13,126,6%,10 - 20 %,18%,-,0 - 10 %,-,21%,28%
07/01/2012 - 06/30/2013,2013,REGION 4,HARTFORD,HARTFORD,2536,487,6705,1432,696,212,1108,-,175,-,4161,175,47,43,214,-,44,-,999,60,719,7%,20%,19%,-,25%,-,24%,34%
07/01/2012 - 06/30/2013,2013,REGION 4,MANCHESTER,ELLINGTON,73,14,202,43,16,<= 10,35,-,<= 10,-,134,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,29,<= 10,16,0 - 10 %,90 - 100 %,10 - 20 %,-,60 - 70 %,-,22%,40 - 50 %
07/01/2012 - 06/30/2013,2013,REGION 4,HARTFORD,BLOOMFIELD,157,16,369,36,50,<= 10,61,-,<= 10,-,224,<= 10,<= 10,-,<= 10,-,-,-,25,<= 10,23,0 - 10 %,0 - 10 %,10 - 20 %,-,0 - 10 %,-,11%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 4,MANCHESTER,VERNON,343,46,1080,197,107,13,215,-,19,-,663,20,<= 10,<= 10,52,-,<= 10,-,124,<= 10,63,10 - 20 %,10 - 20 %,50%,-,100 - 110 %,-,44%,10 - 20 %
07/01/2011 - 06/30/2012,2012,REGION 5,TORRINGTON,KENT,<= 10,-,<= 10,-,-,-,-,-,-,-,<= 10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-
07/01/2012 - 06/30/2013,2013,REGION 4,MANCHESTER,SOUTH WINDSOR,96,14,249,55,31,<= 10,44,-,<= 10,-,146,<= 10,<= 10,-,21,-,<= 10,-,26,<= 10,20,0 - 10 %,0 - 10 %,48%,-,10 - 20 %,-,18%,10 - 20 %
07/01/2012 - 06/30/2013,2013,REGION 4,HARTFORD,WINDSOR,203,32,477,74,64,<= 10,91,-,<= 10,-,261,19,<= 10,<= 10,16,-,-,-,42,<= 10,46,0 - 10 %,10 - 20 %,18%,-,0 - 10 %,-,16%,30 - 40 %
07/01/2012 - 06/30/2013,2013,REGION 4,MANCHESTER,WINDSOR LOCKS,123,19,392,119,35,<= 10,94,-,<= 10,-,230,12,<= 10,<= 10,34,-,-,-,79,<= 10,32,0 - 10 %,40 - 50 %,36%,-,0 - 10 %,-,34%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 5,WATERBURY,WOLCOTT,78,<= 10,224,42,24,-,40,-,<= 10,-,145,<= 10,<= 10,-,<= 10,-,-,-,30,<= 10,12,0 - 10 %,-,10 - 20 %,-,0 - 10 %,-,21%,20 - 30 %
07/01/2012 - 06/30/2013,2013,REGION 5,TORRINGTON,WATERTOWN,112,21,297,65,25,<= 10,65,-,<= 10,-,172,<= 10,<= 10,-,19,-,<= 10,-,39,<= 10,33,10 - 20 %,0 - 10 %,56%,-,30 - 40 %,-,46%,110 - 120 %
07/01/2012 - 06/30/2013,2013,REGION 5,TORRINGTON,THOMASTON,51,<= 10,117,25,<= 10,<= 10,29,-,<= 10,-,70,<= 10,<= 10,-,<= 10,-,<= 10,-,18,-,13,10 - 20 %,0 - 10 %,10 - 20 %,-,40 - 50 %,-,26%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 5,TORRINGTON,TORRINGTON,468,119,1438,393,114,31,303,-,45,-,838,64,17,<= 10,80,-,16,-,237,18,175,15%,10 - 20 %,26%,-,36%,-,28%,28%
07/01/2012 - 06/30/2013,2013,REGION 5,WATERBURY,NAUGATUCK,325,28,903,119,79,13,211,-,<= 10,-,544,13,<= 10,-,39,-,-,-,71,<= 10,36,0 - 10 %,-,18%,-,0 - 10 %,-,13%,10 - 20 %
07/01/2012 - 06/30/2013,2013,REGION 5,DANBURY,BETHEL,80,14,167,31,34,<= 10,30,-,<= 10,-,82,11,<= 10,<= 10,<= 10,-,-,-,16,<= 10,20,0 - 10 %,20 - 30 %,20 - 30 %,-,0 - 10 %,-,20%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 5,DANBURY,BROOKFIELD,64,11,144,33,18,<= 10,27,-,<= 10,-,79,<= 10,-,-,13,-,<= 10,-,19,-,17,-,0 - 10 %,48%,-,10 - 20 %,-,24%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 5,DANBURY,DANBURY,620,114,1509,233,218,24,310,-,32,-,824,65,22,<= 10,46,-,<= 10,-,139,<= 10,149,10%,0 - 10 %,15%,-,0 - 10 %,-,17%,10 - 20 %
07/01/2012 - 06/30/2013,2013,REGION 6,MERIDEN,MERIDEN,837,147,2246,384,261,61,426,-,68,-,1295,60,11,23,77,-,17,-,241,<= 10,207,4%,38%,18%,-,25%,-,19%,10 - 20 %
07/01/2012 - 06/30/2013,2013,REGION 6,NEW BRITAIN,NEWINGTON,157,20,393,46,32,<= 10,68,-,<= 10,-,249,<= 10,<= 10,-,11,-,-,-,32,-,28,0 - 10 %,0 - 10 %,16%,-,0 - 10 %,-,13%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 6,NEW BRITAIN,NEW BRITAIN,1208,201,2940,490,329,101,521,-,70,-,1751,91,23,27,92,-,<= 10,-,322,16,280,7%,27%,18%,-,0 - 10 %,-,18%,18%
07/01/2012 - 06/30/2013,2013,REGION 6,NEW BRITAIN,ROCKY HILL,63,<= 10,158,21,18,<= 10,36,-,<= 10,-,94,<= 10,<= 10,-,<= 10,-,<= 10,-,13,-,15,0 - 10 %,0 - 10 %,10 - 20 %,-,90 - 100 %,-,14%,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 6,NEW BRITAIN,PLAINVILLE,110,11,275,25,25,12,53,-,<= 10,-,157,16,-,-,<= 10,-,<= 10,-,16,<= 10,19,-,-,0 - 10 %,-,40 - 50 %,-,10%,30 - 40 %
07/01/2012 - 06/30/2013,2013,REGION 6,NEW BRITAIN,WETHERSFIELD,99,16,280,38,34,12,52,-,<= 10,-,155,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,25,<= 10,24,0 - 10 %,10 - 20 %,0 - 10 %,-,30 - 40 %,-,16%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 6,NEW BRITAIN,NEW BRITAIN,1247,205,3338,564,385,123,659,-,61,-,1945,67,33,30,78,-,15,-,383,14,322,9%,24%,12%,-,25%,-,20%,21%
07/01/2013 - 06/30/2014,2014,REGION 2,MILFORD,ANSONIA,255,51,739,134,51,38,144,-,23,-,452,<= 10,<= 10,22,21,-,<= 10,-,76,<= 10,74,0 - 10 %,58%,15%,-,20 - 30 %,-,17%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 4,HARTFORD,BLOOMFIELD,138,15,319,26,45,<= 10,60,-,<= 10,-,183,<= 10,<= 10,-,<= 10,-,<= 10,-,15,<= 10,17,10 - 20 %,0 - 10 %,0 - 10 %,-,10 - 20 %,-,8%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 3,WILLIMANTIC,BROOKLYN,78,15,198,58,12,<= 10,44,-,<= 10,-,125,<= 10,<= 10,-,18,-,-,-,38,<= 10,24,0 - 10 %,0 - 10 %,41%,-,0 - 10 %,-,30%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 3,MIDDLETOWN,CLINTON,102,19,395,62,22,<= 10,131,-,<= 10,-,214,14,-,-,21,-,-,-,41,-,27,-,0 - 10 %,16%,-,0 - 10 %,-,19%,-
07/01/2013 - 06/30/2014,2014,REGION 5,DANBURY,RIDGEFIELD,64,<= 10,136,18,12,<= 10,34,-,<= 10,-,81,<= 10,-,-,<= 10,-,-,-,<= 10,-,12,-,0 - 10 %,20 - 30 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 1,NORWALK,WESTPORT,73,<= 10,195,18,17,<= 10,33,-,12,-,126,<= 10,-,<= 10,<= 10,-,-,-,11,-,15,-,90 - 100 %,10 - 20 %,-,-,-,9%,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 2,MILFORD,WEST HAVEN,562,90,1422,238,150,67,276,-,38,-,831,17,<= 10,18,40,-,11,-,151,<= 10,129,0 - 10 %,27%,14%,-,29%,-,18%,30 - 40 %
07/01/2013 - 06/30/2014,2014,REGION 5,DANBURY,BROOKFIELD,54,<= 10,122,20,15,<= 10,18,-,<= 10,-,69,<= 10,-,<= 10,<= 10,-,-,-,<= 10,-,13,-,90 - 100 %,10 - 20 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 1,BRIDGEPORT,TRUMBULL,109,17,264,28,32,11,44,-,<= 10,-,158,<= 10,<= 10,<= 10,<= 10,-,-,-,14,<= 10,22,0 - 10 %,10 - 20 %,10 - 20 %,-,0 - 10 %,-,9%,30 - 40 %
07/01/2013 - 06/30/2014,2014,REGION 5,DANBURY,DANBURY,668,166,1596,363,231,39,303,-,44,-,894,38,18,<= 10,45,-,23,-,249,12,211,8%,10 - 20 %,15%,-,52%,-,28%,32%
07/01/2013 - 06/30/2014,2014,REGION 2,MILFORD,EAST HAVEN,283,54,770,99,69,20,151,-,18,-,460,26,<= 10,<= 10,<= 10,-,-,-,65,<= 10,64,10 - 20 %,10 - 20 %,0 - 10 %,-,-,-,14%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 1,BRIDGEPORT,BRIDGEPORT,2051,385,5070,835,585,233,880,-,147,-,2890,158,43,51,113,-,41,-,535,38,546,7%,22%,13%,-,28%,-,19%,24%
07/01/2013 - 06/30/2014,2014,REGION 6,NEW BRITAIN,NEWINGTON,165,15,425,43,30,16,113,-,<= 10,-,236,<= 10,-,<= 10,22,-,-,-,16,<= 10,23,-,10 - 20 %,19%,-,0 - 10 %,-,7%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 3,NORWICH,COLCHESTER,103,12,289,44,24,<= 10,52,-,<= 10,-,188,<= 10,<= 10,-,<= 10,-,-,-,34,-,19,10 - 20 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,18%,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 2,MILFORD,MILFORD,273,34,645,79,70,22,116,-,18,-,387,<= 10,<= 10,<= 10,19,-,<= 10,-,46,<= 10,44,0 - 10 %,20 - 30 %,16%,-,10 - 20 %,-,12%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 4,HARTFORD,WINDSOR,166,24,394,60,48,<= 10,81,-,12,-,240,<= 10,<= 10,-,12,-,<= 10,-,46,-,27,0 - 10 %,0 - 10 %,15%,-,0 - 10 %,-,19%,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 4,MANCHESTER,TOLLAND,61,<= 10,168,50,19,<= 10,48,-,<= 10,-,87,<= 10,-,<= 10,17,-,-,-,32,-,13,-,30 - 40 %,35%,-,0 - 10 %,-,37%,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 2,MILFORD,HAMDEN,341,56,823,118,113,28,152,-,16,-,475,16,<= 10,<= 10,27,-,<= 10,-,64,<= 10,76,0 - 10 %,30 - 40 %,18%,-,40 - 50 %,-,13%,10 - 20 %
07/01/2013 - 06/30/2014,2014,REGION 5,DANBURY,BETHEL,86,15,230,40,23,<= 10,43,-,<= 10,-,136,<= 10,-,-,<= 10,-,-,-,32,<= 10,21,-,0 - 10 %,0 - 10 %,-,0 - 10 %,-,24%,30 - 40 %
07/01/2013 - 06/30/2014,2014,REGION 5,WATERBURY,WOLCOTT,94,12,271,74,14,<= 10,68,-,<= 10,-,149,12,-,<= 10,25,-,-,-,40,<= 10,22,-,70 - 80 %,37%,-,0 - 10 %,-,27%,40 - 50 %
07/01/2013 - 06/30/2014,2014,REGION 3,MIDDLETOWN,MIDDLETOWN,548,88,1418,250,135,24,307,-,30,-,839,14,<= 10,<= 10,78,-,<= 10,-,149,<= 10,127,0 - 10 %,10 - 20 %,25%,-,0 - 10 %,-,18%,30 - 40 %
07/01/2013 - 06/30/2014,2014,REGION 6,NEW BRITAIN,WETHERSFIELD,102,<= 10,250,25,26,12,39,-,<= 10,-,147,11,-,-,<= 10,-,<= 10,-,18,<= 10,14,-,-,0 - 10 %,-,20 - 30 %,-,12%,10 - 20 %
07/01/2013 - 06/30/2014,2014,REGION 1,BRIDGEPORT,STRATFORD,306,43,677,111,99,35,113,-,20,-,351,18,<= 10,14,16,-,<= 10,-,55,<= 10,64,0 - 10 %,40%,14%,-,40 - 50 %,-,16%,10 - 20 %
07/01/2013 - 06/30/2014,2014,REGION 5,TORRINGTON,TORRINGTON,482,77,1392,212,109,24,316,-,28,-,806,55,<= 10,<= 10,73,-,<= 10,-,101,21,101,0 - 10 %,10 - 20 %,23%,-,10 - 20 %,-,13%,38%
07/01/2013 - 06/30/2014,2014,REGION 3,MIDDLETOWN,GUILFORD,58,<= 10,142,23,14,<= 10,40,-,<= 10,-,73,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,<= 10,<= 10,11,0 - 10 %,90 - 100 %,20 - 30 %,-,20 - 30 %,-,10 - 20 %,30 - 40 %
07/01/2013 - 06/30/2014,2014,REGION 4,MANCHESTER,ENFIELD,425,52,1160,201,104,35,258,-,11,-,690,31,<= 10,<= 10,44,-,-,-,137,<= 10,67,0 - 10 %,10 - 20 %,17%,-,-,-,20%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 6,MERIDEN,MERIDEN,924,179,2647,488,246,70,630,-,58,-,1489,81,<= 10,17,120,-,14,-,308,18,261,0 - 10 %,24%,19%,-,24%,-,21%,22%
07/01/2013 - 06/30/2014,2014,REGION 2,MILFORD,SEYMOUR,111,22,282,51,31,<= 10,60,-,<= 10,-,163,<= 10,<= 10,<= 10,11,-,-,-,29,<= 10,29,10 - 20 %,30 - 40 %,18%,-,0 - 10 %,-,18%,20 - 30 %
07/01/2013 - 06/30/2014,2014,REGION 3,NORWICH,LEDYARD,96,18,296,66,21,<= 10,70,-,<= 10,-,183,<= 10,-,<= 10,23,-,-,-,40,<= 10,35,-,20 - 30 %,74%,-,0 - 10 %,-,53%,20 - 30 %
